"scaffold_name","GeneID","TranscriptID","Feature","Contig","Start","Stop","Strand","Name","Product","Alias.Synonyms","EC_number","BUSCO","PFAM","InterPro","EggNog","COG","GO.Terms","Secreted","Membrane","Protease","CAZyme","Notes","begin","end","pos.mean","pos.begin","pos.end","pos.scaffold","window","variable","value","analysis","i.begin","i.end"
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Wild_Cheese clade",0.0277466295609153,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Wild_Cheese clade",0.0277466295609153,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s02221g","gene-BN980_GECA18s02221g-T1","mRNA","CCBN010000018.1",469398,470552,"+","","hypothetical protein",NA,"","","PF10253","IPR018800 Proline-rich protein PRCC","ENOG503NYXH","S:(S) Function unknown","",NA,NA,"","","",469398,470552,473.7505,470.001,477.5,18,4255,"Wild_Cheese clade",0.0189076561533704,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s02232g","gene-BN980_GECA18s02232g-T1","mRNA","CCBN010000018.1",470679,471971,"-","","hypothetical protein",NA,"","EOG093425O8","PF07767","IPR011687 Ribosome biogenesis protein Nop53/GLTSCR2","ENOG503NZY5","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPL146C NOP53 Nucleolar protein, involved in biogenesis of the 60S subunit of the ribosome",470679,471971,473.7505,470.001,477.5,18,4255,"Wild_Cheese clade",0.0189076561533704,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s02276g","gene-BN980_GECA18s02276g-T1","mRNA","CCBN010000018.1",476405,477406,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",476405,477406,473.7505,470.001,477.5,18,4255,"Wild_Cheese clade",0.0189076561533704,"dxy",470001,477500
"CCBN010000019.1","gene-BN980_GECA19s01902g","gene-BN980_GECA19s01902g-T1","mRNA","CCBN010000019.1",419642,422080,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",419642,422080,423.7505,420.001,427.5,19,4356,"Cheese_1_Cheese_3",0.0127683574879227,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01913g","gene-BN980_GECA19s01913g-T1","mRNA","CCBN010000019.1",423148,427658,"-","Atr6_4","ABC transporter, PDR-type",NA,"","","PF00005;PF01061;PF06422;PF12698;PF14510","IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR010929 CDR ABC transporter;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029481 ABC-transporter, N-terminal domain;IPR034001 ATP-binding cassette transporter, PDR-like subfamily G, domain 1;IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2;IPR043926 ABC transporter family G domain","ENOG503NTZE","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",423148,427658,423.7505,420.001,427.5,19,4356,"Cheese_1_Cheese_3",0.0127683574879227,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01275g","gene-BN980_GECA19s01275g-T1","mRNA","CCBN010000019.1",275800,276918,"+","ADH1_3","Alcohol dehydrogenase",NA,"1.1.1.1","","PF00107;PF08240;PF13602","IPR002328 Alcohol dehydrogenase, zinc-type, conserved site;IPR011032 GroES-like superfamily;IPR013149 Alcohol dehydrogenase, C-terminal;IPR013154 Alcohol dehydrogenase, N-terminal;IPR020843 Polyketide synthase, enoylreductase domain;IPR036291 NAD(P)-binding domain superfamily","ENOG503NW0B","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA]",NA,NA,"","","",275800,276918,278.7505,275.001,282.5,19,4327,"Cheese_1_Mixed-origin",0.0171178605935128,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01291r","gene-BN980_GECA19s01291r-T1","tRNA","CCBN010000019.1",278444,278516,"-","","tRNA-Thr",NA,"","","","","","","",NA,NA,"","","",278444,278516,278.7505,275.001,282.5,19,4327,"Cheese_1_Mixed-origin",0.0171178605935128,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01294r","gene-BN980_GECA19s01294r-T1","tRNA","CCBN010000019.1",278908,278980,"+","","tRNA-Thr",NA,"","","","","","","",NA,NA,"","","",278908,278980,278.7505,275.001,282.5,19,4327,"Cheese_1_Mixed-origin",0.0171178605935128,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01297g","gene-BN980_GECA19s01297g-T1","mRNA","CCBN010000019.1",282217,282708,"+","","hypothetical protein",NA,"","","PF04749","IPR006461 PLAC8 motif-containing protein","ENOG503P7H4","S:(S) Function unknown","",NA,NA,"","","",282217,282708,278.7505,275.001,282.5,19,4327,"Cheese_1_Mixed-origin",0.0171178605935128,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01902g","gene-BN980_GECA19s01902g-T1","mRNA","CCBN010000019.1",419642,422080,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",419642,422080,423.7505,420.001,427.5,19,4356,"Cheese_1_Wild",0.0229374741200828,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01913g","gene-BN980_GECA19s01913g-T1","mRNA","CCBN010000019.1",423148,427658,"-","Atr6_4","ABC transporter, PDR-type",NA,"","","PF00005;PF01061;PF06422;PF12698;PF14510","IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR010929 CDR ABC transporter;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029481 ABC-transporter, N-terminal domain;IPR034001 ATP-binding cassette transporter, PDR-like subfamily G, domain 1;IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2;IPR043926 ABC transporter family G domain","ENOG503NTZE","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",423148,427658,423.7505,420.001,427.5,19,4356,"Cheese_1_Wild",0.0229374741200828,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01275g","gene-BN980_GECA19s01275g-T1","mRNA","CCBN010000019.1",275800,276918,"+","ADH1_3","Alcohol dehydrogenase",NA,"1.1.1.1","","PF00107;PF08240;PF13602","IPR002328 Alcohol dehydrogenase, zinc-type, conserved site;IPR011032 GroES-like superfamily;IPR013149 Alcohol dehydrogenase, C-terminal;IPR013154 Alcohol dehydrogenase, N-terminal;IPR020843 Polyketide synthase, enoylreductase domain;IPR036291 NAD(P)-binding domain superfamily","ENOG503NW0B","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA]",NA,NA,"","","",275800,276918,278.7505,275.001,282.5,19,4327,"Cheese_3_Mixed-origin",0.0174481680155593,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01291r","gene-BN980_GECA19s01291r-T1","tRNA","CCBN010000019.1",278444,278516,"-","","tRNA-Thr",NA,"","","","","","","",NA,NA,"","","",278444,278516,278.7505,275.001,282.5,19,4327,"Cheese_3_Mixed-origin",0.0174481680155593,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01294r","gene-BN980_GECA19s01294r-T1","tRNA","CCBN010000019.1",278908,278980,"+","","tRNA-Thr",NA,"","","","","","","",NA,NA,"","","",278908,278980,278.7505,275.001,282.5,19,4327,"Cheese_3_Mixed-origin",0.0174481680155593,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01297g","gene-BN980_GECA19s01297g-T1","mRNA","CCBN010000019.1",282217,282708,"+","","hypothetical protein",NA,"","","PF04749","IPR006461 PLAC8 motif-containing protein","ENOG503P7H4","S:(S) Function unknown","",NA,NA,"","","",282217,282708,278.7505,275.001,282.5,19,4327,"Cheese_3_Mixed-origin",0.0174481680155593,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01902g","gene-BN980_GECA19s01902g-T1","mRNA","CCBN010000019.1",419642,422080,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",419642,422080,423.7505,420.001,427.5,19,4356,"Cheese_3_Wild",0.0252420634920635,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01913g","gene-BN980_GECA19s01913g-T1","mRNA","CCBN010000019.1",423148,427658,"-","Atr6_4","ABC transporter, PDR-type",NA,"","","PF00005;PF01061;PF06422;PF12698;PF14510","IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR010929 CDR ABC transporter;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029481 ABC-transporter, N-terminal domain;IPR034001 ATP-binding cassette transporter, PDR-like subfamily G, domain 1;IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2;IPR043926 ABC transporter family G domain","ENOG503NTZE","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",423148,427658,423.7505,420.001,427.5,19,4356,"Cheese_3_Wild",0.0252420634920635,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01275g","gene-BN980_GECA19s01275g-T1","mRNA","CCBN010000019.1",275800,276918,"+","ADH1_3","Alcohol dehydrogenase",NA,"1.1.1.1","","PF00107;PF08240;PF13602","IPR002328 Alcohol dehydrogenase, zinc-type, conserved site;IPR011032 GroES-like superfamily;IPR013149 Alcohol dehydrogenase, C-terminal;IPR013154 Alcohol dehydrogenase, N-terminal;IPR020843 Polyketide synthase, enoylreductase domain;IPR036291 NAD(P)-binding domain superfamily","ENOG503NW0B","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA]",NA,NA,"","","",275800,276918,278.7505,275.001,282.5,19,4327,"Mixed-origin_Cheese clade",0.0169163186599394,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01291r","gene-BN980_GECA19s01291r-T1","tRNA","CCBN010000019.1",278444,278516,"-","","tRNA-Thr",NA,"","","","","","","",NA,NA,"","","",278444,278516,278.7505,275.001,282.5,19,4327,"Mixed-origin_Cheese clade",0.0169163186599394,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01294r","gene-BN980_GECA19s01294r-T1","tRNA","CCBN010000019.1",278908,278980,"+","","tRNA-Thr",NA,"","","","","","","",NA,NA,"","","",278908,278980,278.7505,275.001,282.5,19,4327,"Mixed-origin_Cheese clade",0.0169163186599394,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01297g","gene-BN980_GECA19s01297g-T1","mRNA","CCBN010000019.1",282217,282708,"+","","hypothetical protein",NA,"","","PF04749","IPR006461 PLAC8 motif-containing protein","ENOG503P7H4","S:(S) Function unknown","",NA,NA,"","","",282217,282708,278.7505,275.001,282.5,19,4327,"Mixed-origin_Cheese clade",0.0169163186599394,"dxy",275001,282500
"CCBN010000019.1","gene-BN980_GECA19s01902g","gene-BN980_GECA19s01902g-T1","mRNA","CCBN010000019.1",419642,422080,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",419642,422080,423.7505,420.001,427.5,19,4356,"Mixed-origin_Wild",0.0235583068783069,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01913g","gene-BN980_GECA19s01913g-T1","mRNA","CCBN010000019.1",423148,427658,"-","Atr6_4","ABC transporter, PDR-type",NA,"","","PF00005;PF01061;PF06422;PF12698;PF14510","IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR010929 CDR ABC transporter;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029481 ABC-transporter, N-terminal domain;IPR034001 ATP-binding cassette transporter, PDR-like subfamily G, domain 1;IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2;IPR043926 ABC transporter family G domain","ENOG503NTZE","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",423148,427658,423.7505,420.001,427.5,19,4356,"Mixed-origin_Wild",0.0235583068783069,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01902g","gene-BN980_GECA19s01902g-T1","mRNA","CCBN010000019.1",419642,422080,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",419642,422080,423.7505,420.001,427.5,19,4356,"Wild_Cheese clade",0.024043537414966,"dxy",420001,427500
"CCBN010000019.1","gene-BN980_GECA19s01913g","gene-BN980_GECA19s01913g-T1","mRNA","CCBN010000019.1",423148,427658,"-","Atr6_4","ABC transporter, PDR-type",NA,"","","PF00005;PF01061;PF06422;PF12698;PF14510","IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR010929 CDR ABC transporter;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029481 ABC-transporter, N-terminal domain;IPR034001 ATP-binding cassette transporter, PDR-like subfamily G, domain 1;IPR034003 ATP-binding cassette transporter, PDR-like subfamily G, domain 2;IPR043926 ABC transporter family G domain","ENOG503NTZE","Q:(Q) Secondary metabolites biosynthesis, transport and catabolism","GO_component: GO:0016020 - membrane [Evidence IEA];GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]",NA,NA,"","","",423148,427658,423.7505,420.001,427.5,19,4356,"Wild_Cheese clade",0.024043537414966,"dxy",420001,427500
"CCBN010000020.1","gene-BN980_GECA20s01253g","gene-BN980_GECA20s01253g-T1","mRNA","CCBN010000020.1",231645,232685,"+","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",231645,232685,233.7505,230.001,237.5,20,4418,"Cheese_1_Cheese_3",0.00835034053439851,"dxy",230001,237500
"CCBN010000020.1","gene-BN980_GECA20s01264g","gene-BN980_GECA20s01264g-T1","mRNA","CCBN010000020.1",235615,237894,"-","PRP43_2","DEAH-box ATP-dependent RNA helicase prp43",NA,"3.6.4.13","","PF00270;PF00271;PF04408;PF07717","IPR001650 Helicase, C-terminal;IPR002464 DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site;IPR007502 Helicase-associated domain;IPR011545 DEAD/DEAH box helicase domain;IPR011709 Domain of unknown function DUF1605;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR044756 DHX15, DEXH-box helicase domain","ENOG503NVMW","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA];GO_function: GO:0003724 - RNA helicase activity [Evidence IEA];GO_function: GO:0004386 - helicase activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA]",NA,NA,"","","",235615,237894,233.7505,230.001,237.5,20,4418,"Cheese_1_Cheese_3",0.00835034053439851,"dxy",230001,237500
"CCBN010000020.1","gene-BN980_GECA20s00208g","gene-BN980_GECA20s00208g-T1","mRNA","CCBN010000020.1",43882,46681,"+","LEU3_2","Regulatory protein leu3",NA,"","","PF00172","IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily","ENOG503NUTD","K:(K) Transcription","GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]",NA,NA,"","","",43882,46681,48.7505,45.001,52.5,20,4381,"Cheese_1_Mixed-origin",0.0149879273061882,"dxy",45001,52500
"CCBN010000020.1","gene-BN980_GECA20s00241g","gene-BN980_GECA20s00241g-T1","mRNA","CCBN010000020.1",50495,51163,"+","PSF2","DNA replication protein psf2",NA,"","EOG093442IB","PF05916","IPR007257 DNA replication complex GINS protein Psf2;IPR021151 GINS subunit, domain A;IPR036224 GINS, helical bundle-like domain superfamily","ENOG503P488","L:(L) Replication, recombination and repair","GO_component: GO:0005634 - nucleus [Evidence IEA];GO_process: GO:0006260 - DNA replication [Evidence IEA]",NA,NA,"","","",50495,51163,48.7505,45.001,52.5,20,4381,"Cheese_1_Mixed-origin",0.0149879273061882,"dxy",45001,52500
"CCBN010000020.1","gene-BN980_GECA20s00208g","gene-BN980_GECA20s00208g-T1","mRNA","CCBN010000020.1",43882,46681,"+","LEU3_2","Regulatory protein leu3",NA,"","","PF00172","IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily","ENOG503NUTD","K:(K) Transcription","GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]",NA,NA,"","","",43882,46681,48.7505,45.001,52.5,20,4381,"Cheese_1_Wild",0.0189083505866115,"dxy",45001,52500
"CCBN010000020.1","gene-BN980_GECA20s00241g","gene-BN980_GECA20s00241g-T1","mRNA","CCBN010000020.1",50495,51163,"+","PSF2","DNA replication protein psf2",NA,"","EOG093442IB","PF05916","IPR007257 DNA replication complex GINS protein Psf2;IPR021151 GINS subunit, domain A;IPR036224 GINS, helical bundle-like domain superfamily","ENOG503P488","L:(L) Replication, recombination and repair","GO_component: GO:0005634 - nucleus [Evidence IEA];GO_process: GO:0006260 - DNA replication [Evidence IEA]",NA,NA,"","","",50495,51163,48.7505,45.001,52.5,20,4381,"Cheese_1_Wild",0.0189083505866115,"dxy",45001,52500
"CCBN010000020.1","gene-BN980_GECA20s00208g","gene-BN980_GECA20s00208g-T1","mRNA","CCBN010000020.1",43882,46681,"+","LEU3_2","Regulatory protein leu3",NA,"","","PF00172","IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily","ENOG503NUTD","K:(K) Transcription","GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]",NA,NA,"","","",43882,46681,48.7505,45.001,52.5,20,4381,"Cheese_3_Mixed-origin",0.0127732816340368,"dxy",45001,52500
